,,Name,SKU,Category,Brand,Unit,Cost Price,Sale Price,Min Stock Level,Current Stock,Description
,,Moving Sink Cock,RHM SP -C-602,,,,1476,,5,5,
,,Basin Weast,BW-423,,,,396,,5,19,
,,Angle Valve,ANG-201,,,,496.8,,5,31,
,,Conceal Stop Cock 3/4,T-201,,,,950.4,,5,1,
,,Sink Bib Cock,T-103,,,,1314,,5,2,
,,Conceal Stop Cock 3/4,T-301,,,,1339.2,,5,5,
,,Jali,5'' Jali,,,,111.6,,5,71,
,,Moving Pillar Cock,C-601,,,,1476,,5,12,
,,Moving Shower,MS-521,,,,846,,5,4,
,,Moving Pillar Cock,T-601,,,,1512,,5,5,
,,Moving Pillar Cock,D-501,,,,1728,,5,7,
,,Moving Pillar Cock,T-501,,,,1728,,5,3,
,,Conceal Stop Cock 3/4,D-302,,,,1209.6,,5,2,
,,Conceal Stop Cock 3/4,C-301,,,,1321.2,,5,5,
,,Bib Cock,L-102,,,,889.2,,5,29,
,,Conceal Stop Cock 3/4,D-301,,,,1339.2,,5,3,
,,5'' Box Jali,,,,,150.48,,5,46,
,,Moving Pillar Cock,D-601,,,,1310.4,,5,4,
,,Moving Pillar Cock,C-501,,,,1710,,5,3,
,,Bath Mixer,BTM-908,,,,5529.6,,5,5,
,,Angle Valve,ANG-301,,,,424.8,,5,61,
,,Shower Mixer,SM-4-1005,,,,6336,,5,7,
,,Bah Mixer,T-703,,,,4352.4,,5,5,
,,Conceal Stop Cock 3/4,T-302,,,,1209.6,,5,4,
,,Moving Pillar Cock Livear,RHM L-601,,,,1368,,5,9,
,,Bath Mixer,D-703,,,,4352.4,,5,5,
,,Conceal Stop Cock 3/4,C-302,,,,1188,,5,4,
,,Sink Mixer,C-702,,,,3456,,5,2,
,,Shower Mixer 3/4,SM-4-1002,,,,6336,,5,6,
,,Sink Mixer,SM-909,,,,5025.6,,5,6,
,,Moving Sink Cock,T-502,,,,1728,,5,4,
,,Moving Sink Cock,RHM-T-602,,,,1512,,5,2,
,,Moving Sink Cock,D-602,,,,1512,,5,3,
,,Moving Shower,MS-522,,,,936,,5,3,
,,Moving Sink Cock Lever,L-602,,,,1368,,5,3,
,,Bath Mixer,C-703,,,,4316.4,,5,5,
,,Moving Sink Cock,D-502,,,,1728,,5,4,
,,Moving Pillar Cock,C-601,,,,1476,,5,5,
,,Towel Rail 24'',TR-325,,,,770.4,,5,3,
,,Towel Rail 24'',TR-323,,,,856.8,,5,10,
,,Concel Bib Cock,C-102,,,,914.4,,5,1,
,,Sink Bib Cock,C-103,,,,1292.4,,5,2,
,,Basin Mixer,BM-907,,,,3996,,5,2,
,,Moving Sink Cock,C-502,,,,1710,,5,4,
,,Supar Star,Supar Star,,,,,,5,0,
,,Products Name,,,,,,,5,0,
,,Fan Daimond 56'',Daimond,,,,3100,,5,25,
,,Fan 56'',Classic,,,,3000,,5,12,
,,Fan 56'',Golden Art,,,,3800,,5,10,
,,Fan 56'',Lucky,,,,30000,,5,15,
,,Fan 36'',Premium,,,,2850,,5,1,
,,Fan 48'',Premium,,,,2900,,5,3,
,,Fan 48'',Lucky,,,,2900,,5,3,
,,Light,,,,,,,5,0,
,,Light 12 watt,Surpase Square,,,,451,,5,6,
,,Light 18 watt,Surpase Square,,,,689,,5,4,
,,Light 50 Watt LED,Flad,,,,2000,,5,5,
,,A/C D/C 12 watt,Emarzency,,,,570,,5,21,
,, 15 watt,LED,,,,308,,5,19,
,,12 Watt,LED,,,,280,,5,24,
,,18 Watt,LED,,,,367.5,,5,1,
,,9 Watt,LED,,,,227.5,,5,20,
,,20 Watt LED,Bijoy,,,,253.5,,5,9,
,,18 Wtt LED,Bijoy,,,,234,,5,8,
,,15 Watt LED,Bijoy,,,,201.5,,5,17,
,,12 Watt LED,Bijoy,,,,188.5,,5,16,
,,9 Watt LWD,Bijoy,,,,162.5,,5,14,
,,23 Watt A/C D/C,Emarzency,,,,,,5,4,
,,18 Watt A/C D/C,Emarzency,,,,,,5,12,
,,40 Watt Light,Tube,,,,480,,5,15,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,Walton Safe,Walton Safe,,,,,,5,0,
,,Products Name,,,,,,,5,0,
,,1 Gang Switch One Way,Luxer ,,,,,,5,10,
,,2 Gang Switch One Way,,,,,,,5,20,
,,3 Gang Switch One Way,,,,,,,5,20,
,,4 Gang Switch One Way,,,,,,,5,20,
,,3 Pin Round Socket With Switch,,,,,,,5,10,
,,45 A DP Switch,,,,,,,5,20,
,,5 Pin Socket With Switch,,,,,,,5,30,
,,Blank Plate,,,,,,,5,10,
,,Data Socket,,,,,,,5,10,
,,Bell Push,,,,,,,5,10,
,,Fan Dimmar,,,,,,,5,20,
,,T.V Socket,,,,,,,5,10,
,,T.P Socket,,,,,,,5,10,
,,,Black Diamond,,,,,,5,0,
,,1 Gang Switch One Way,,,,,,,5,20,
,,2 Gang Switch One Way,,,,,,,5,20,
,,3 Gang Switch One Way,,,,,,,5,30,
,,4 Gang Switch One Way,,,,,,,5,20,
,,3 Pin Round Socket With Switch,,,,,,,5,20,
,,45 A DP Switch,,,,,,,5,20,
,,5 Pin Socket With Switch,,,,,,,5,40,
,,Blank Plate,,,,,,,5,10,
,,Data Socket,,,,,,,5,10,
,,Bell Push,,,,,,,5,10,
,,Fan Dimmar,,,,,,,5,20,
,,T.V Socket,,,,,,,5,10,
,,T.P Socket,,,,,,,5,10,
,,3 Pin Universal Socket With Switch,,,,,,,5,20,
,,,Classy,,,,,,5,0,
,,1 Gang Switch One Way,,,,,,,5,38,
,,2 Gang Switch One Way,,,,,,,5,37,
,,3 Gang Switch One Way,,,,,,,5,60,
,,4 Gang Switch One Way,,,,,,,5,0,
,,3 Pin Round Socket With Switch,,,,,,,5,30,
,,45 A DP Switch,,,,,,,5,0,
,,8 Pin Socket With Switch,,,,,,,5,210,
,,Blank Plate,,,,,,,5,20,
,,Data Socket,,,,,,,5,30,
,,Bell Push,,,,,,,5,20,
,,Fan Dimmar,,,,,,,5,60,
,,T.V Socket,,,,,,,5,30,
,,T.P Socket,,,,,,,5,20,
,,3 Pin Universal Socket,,,,,,,5,99,
,,,Melodica,,,,,,5,0,
,,1 Gang Switch One Way,,,,,,,5,20,
,,2 Gang Switch One Way,,,,,,,5,20,
,,3 Gang Switch One Way,,,,,,,5,30,
,,4 Gang Switch One Way,,,,,,,5,20,
,,3 Pin Round Socket With Switch,,,,,,,5,30,
,,45 A DP Switch,,,,,,,5,20,
,,5 Pin Socket With Switch,,,,,,,5,40,
,,Blank Plate,,,,,,,5,10,
,,Data Socket,,,,,,,5,10,
,,Bell Push,,,,,,,5,10,
,,Fan Dimmar,,,,,,,5,20,
,,T.V Socket,,,,,,,5,10,
,,T.P Socket,,,,,,,5,10,
,,3 Pin Universal Socket,,,,,,,5,20,
,,,Titan,,,,,,5,0,
,,1 Gang Switch One Way,,,,,,,5,10,
,,2 Gang Switch One Way,,,,,,,5,20,
,,3 Gang Switch One Way,,,,,,,5,30,
,,4 Gang Switch One Way,,,,,,,5,20,
,,3 Pin Round Socket With Switch,,,,,,,5,10,
,,45 A DP Switch,,,,,,,5,10,
,,5 Pin Socket With Switch,,,,,,,5,30,
,,Blank Plate,,,,,,,5,10,
,,Data Socket,,,,,,,5,10,
,,Bell Push,,,,,,,5,10,
,,Fan Dimmar,,,,,,,5,10,
,,T.V Socket,,,,,,,5,10,
,,T.P Socket,,,,,,,5,10,
,,3 Pin Universal Socket,,,,,,,5,0,
,,,,,,,,,5,0,
,,Two Pin Plug 10 A,,,,,,,5,96,
,,Fan Capacitor 2.5 Uf,,,,,,,5,48,
,,Fan Capacitor 3.5 Uf,,,,,,,5,48,
,,Fancy Bulb Holder Combo,,,,,,,5,108,
,,Fancy Celling Rose,,,,,,,5,36,
,,Octagonal Bulb Holder Combo,,,,,,,5,174,
,,Pendant Holder B22,,,,,,,5,60,
,,Pendant Holder E27,,,,,,,5,60,
,,LED Spot Down Light Round 7 Watt,Fusion,,,,,,5,20,
,,Dimond A LED Bulb 12 Watt B22,,,,,,,5,40,
,,Dimond A LED Bulb 15 Watt B22,,,,,,,5,40,
,,Dimond A LED Bulb 18 Watt B22,,,,,,,5,24,
,,Dimond A LED Bulb 7 Watt B22,,,,,,,5,40,
,,DB Box DP 2 way,,,,,,,5,60,
,,DB Box SP 1 way,,,,,,,5,36,
,,LED Flood Light 30 Watt,,,,,,,5,5,
,,LED Flood Light 50 Watt,,,,,,,5,5,
,,LED Ultra Surface panel Light SPLR 225/18 watt,,,,,,,5,10,
,,LED Ultra Surface panel Light DSPLR 200/15 Watt,,,,,,,5,5,
,,LED Ultra Surface panel Light DSPLS 225/18 watt,,,,,,,5,10,
,,LED Ultra Surface panel Light SPLS 200/15 watt,,,,,,,5,10,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,,RDNA,,,,,,5,0,
,,,V-31 carbon gray,,,,,,5,0,
,,Fan Dimmar,,,,,,,5,2,
,,DP Switch,,,,,,,5,11,
,,AC Socket,,,,,,,5,3,
,,CP Socket,,,,,,,5,14,
,,5 Pin Socket With Switch,,,,,,,5,22,
,,Blank Cover,,,,,,,5,10,
,,Bell Push,,,,,,,5,8,
,,3 Gray,,,,,,,5,2,
,,4 Gray,,,,,,,5,1,
,,2 Gray,,,,,,,5,1,
,,3 Pin Socket,,,,,,,5,1,
,,TV Socket,,,,,,,5,8,
,,,A 69 Series,,,,,,5,0,
,,3 Gray Switch,,,,,,,5,3,
,,2 Gray Switch,,,,,,,5,1,
,,Fan Dimmer,,,,,,,5,1,
,,DP Switch,,,,,,,5,1,
,,3 Pin Socket,,,,,,,5,1,
,,,,,,,,,5,0,
,,,V 31 Black,,,,,,5,0,
,,Fan Dimmer,,,,,,,5,21,
,,2 Gang,,,,,,,5,22,
,,TV Socket,,,,,,,5,19,
,,3 Pin Socket,,,,,,,5,30,
,,5 Pin Socket,,,,,,,5,23,
,,1 Gang Switch,,,,,,,5,21,
,,TP Socket,,,,,,,5,13,
,,3 Gang Switch,,,,,,,5,20,
,,DP Switch,,,,,,,5,8,
,,Blank Cover,,,,,,,5,2,
,,Bell Push,,,,,,,5,1,
,,4 Gang Switch,,,,,,,5,7,
,,AC Socket,,,,,,,5,9,
,,,,,,,,,5,0,
,,,V31 White,,,,,,5,0,
,,AC Socket,,,,,,,5,22,
,,DP Switch,,,,,,,5,30,
,,3 Pin Socket,,,,,,,5,18,
,,1 Gang Switch,,,,,,,5,25,
,,3 Gang Switch,,,,,,,5,37,
,,Fan Dimmer,,,,,,,5,7,
,,2 Gang Switch,,,,,,,5,25,
,,Bell Push,,,,,,,5,4,
,,TP Socket,,,,,,,5,27,
,,5 Pin Socket,,,,,,,5,36,
,,Blank Cover,,,,,,,5,10,
,,TV Socket,,,,,,,5,13,
,,Internet Socket,,,,,,,5,26,
,,4 Gang,,,,,,,5,2,
,,,,,,,,,5,0,
,,,E9 Series=White,,,,,,5,0,
,,Internet Socket,,,,,,,5,4,
,,Blank Cover,,,,,,,5,5,
,,4 Gang Switch,,,,,,,5,2,
,,3 Gang Switch,,,,,,,5,3,
,,2 Gang Switch,,,,,,,5,6,
,,3 Pin Socket,,,,,,,5,1,
,,1 Gang,,,,,,,5,1,
,,DP Switch,,,,,,,5,2,
,,5 Pin Socket,,,,,,,5,1,
,,,,,,,,,5,0,
,,RFL,,,,,,,5,0,
,,,Flash Tank,,,,,,5,0,
,,Platinum,,,,,,,5,7,
,,,,,,,,,5,0,
,,,Flash Tank,,,,,,5,0,
,,3D,,,,,,,5,3,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,Tissu Holder(RFL),,,,,,,5,7,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,Glass Self(RFL),,,,,,,5,8,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,Toilet,,,,,,,5,5,
,,,Tender Series,,,,,,5,0,
,,3 Pin Socket,,,,,,,5,5,
,,,,,,,,,5,0,
,,Matador,,,,,,,5,0,
,,Push Shower Classic,,,,,,,5,15,
,,Push Shower Ultra ,,,,,,,5,18,
,,Push Shower Euroslim,,,,,,,5,20,
,,,Magic Pipe,,,,,,5,0,
,,1.5 Inc,,,,,,,5,60,
,,1.25 Inc,,,,,,,5,7,
,,,,,,,,,5,0,
,,,Connention Pipe,,,,,,5,0,
,,36 Inc,,,,,,,5,24,
,,30 Inc,,,,,,,5,21,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,Black,,,,,,,5,18,
,,White,,,,,,,5,14,
,,,,,,,,,5,0,
,,N.Mohammad ,,,,,,,5,0,
,,,,,,,,,5,0,
,,1.25 Inc,,,,,,,5,1,
,,1.50 Inc,,,,,,,5,49,
,,,,,,,,,5,0,
,,PP,,,,,,,5,23,
,,ABS,,,,,,,5,18,
,,,,,,,,,5,0,
,,Basin Tape 6 Inc,,,,,,,5,13,
,,Sink Cock,,,,,,,5,33,
,,Angle Stock,,,,,,,5,14,
,,Soup Case(D),,,,,,,5,12,
,,Wass Bashin Tape,,,,,,,5,6,
,,Drain Net(Jali),,,,,,,5,14,
,,,,,,,,,5,0,
,,48 Inc,,,,,,,5,13,
,,24 Inc,,,,,,,5,18,
,,36 Inc,,,,,,,5,36,
,,,,,,,,,5,0,
,,Soup Case (Single),,,,,,,5,17,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,Queen,,,,,,,5,4,
,,3D,,,,,,,5,3,
,,,,,,,,,5,0,
,,Push Shower,,,,,,,5,15,
,,Towel Rill,,,,,,,5,8,
,,Head Shower,,,,,,,5,27,
,,Bashin Tape(Supreme),,,,,,,5,8,
,,,Corner Rock,,,,,,5,0,
,,2 Layer,,,,,,,5,4,
,,3 Layer,,,,,,,5,4,
,,,,,,,,,5,0,
,,Walton Cable,,,,,,,5,0,
Walton Cable,,,1*4.0 RM,,,,,,5,0,
,,Red,,Electrical,walton,Coil,8501,11921.0,5,6,
,,Black,,Electrical,walton,Coil,8501,11921.0,5,2,
,,Blue,,Electrical,walton,Coil,8501,11921.0,5,5,
,,Yellow,,Electrical,walton,Coil,8501,11921.0,5,3,
,,Green,,Electrical,walton,Coil,8501,11921.0,5,2,
,,,,Electrical,walton,Coil,,0.0,5,0,
,,,1*6.0 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,12697,17805.0,5,2,
,,Black,,Electrical,walton,Coil,12697,17805.0,5,0,
,,Blue,,Electrical,walton,Coil,12697,17805.0,5,0,
,,Yellow,,Electrical,walton,Coil,12697,17805.0,5,0,
,,Green,,Electrical,walton,Coil,12697,17805.0,5,0,
,,,,Electrical,walton,Coil,12697,17805.0,5,0,
,,,1*7.0 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,14651,20545.1,5,3,
,,Black,,Electrical,walton,Coil,14651,20545.1,5,2,
,,Blue,,Electrical,walton,Coil,14651,20545.1,5,3,
,,Yellow,,Electrical,walton,Coil,14651,20545.1,5,2,
,,Green,,Electrical,walton,Coil,14651,20545.1,5,3,
,,,,Electrical,walton,Coil,14651,20545.1,5,0,
,,,1*10 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,21066,29540.9,5,0,
,,Black,,Electrical,walton,Coil,21066,29540.9,5,3,
,,Blue,,Electrical,walton,Coil,21066,29540.9,5,0,
,,Yellow,,Electrical,walton,Coil,21066,29540.9,5,0,
,,Green,,Electrical,walton,Coil,21066,29540.9,5,0,
,,,,Electrical,walton,Coil,21066,29540.9,5,0,
,,,1*1.3 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,2984,4184.5,5,80,
,,Black,,Electrical,walton,Coil,2984,4184.5,5,69,
,,Blue,,Electrical,walton,Coil,2984,4184.5,5,15,
,,Yellow,,Electrical,walton,Coil,2984,4184.5,5,19,
,,Green,,Electrical,walton,Coil,2984,4184.5,5,5,
,,,1*1.5 Re,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,3308,4638.8,5,0,
,,Black,,Electrical,walton,Coil,3308,4638.8,5,0,
,,Blue,,Electrical,walton,Coil,3308,4638.8,5,0,
,,Yellow,,Electrical,walton,Coil,3308,4638.8,5,0,
,,Green,,Electrical,walton,Coil,3308,4638.8,5,8,
,,,1*1.5 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,3422,4798.7,5,33,
,,Black,,Electrical,walton,Coil,3422,4798.7,5,37,
,,Blue,,Electrical,walton,Coil,3422,4798.7,5,33,
,,Yellow,,Electrical,walton,Coil,3422,4798.7,5,12,
,,Green,,Electrical,walton,Coil,3422,4798.7,5,3,
,,,1*2.0 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,4531,6353.8,5,23,
,,Black,,Electrical,walton,Coil,4531,6353.8,5,22,
,,Blue,,Electrical,walton,Coil,4531,6353.8,5,5,
,,Yellow,,Electrical,walton,Coil,4531,6353.8,5,3,
,,Green,,Electrical,walton,Coil,4531,6353.8,5,0,
,,,1*2.5 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,5462,7659.4,5,18,
,,Black,,Electrical,walton,Coil,5462,7659.4,5,2,
,,Blue,,Electrical,walton,Coil,5462,7659.4,5,14,
,,Yellow,,Electrical,walton,Coil,5462,7659.4,5,14,
,,Green,,Electrical,walton,Coil,5462,7659.4,5,4,
,,,1*3.0 RM,Electrical,walton,Coil,,0.0,5,0,
,,Red,,Electrical,walton,Coil,6578,9224.3,5,13,
,,Black,,Electrical,walton,Coil,6578,9224.3,5,8,
,,Blue,,Electrical,walton,Coil,6578,9224.3,5,10,
,,Yellow,,Electrical,walton,Coil,6578,9224.3,5,4,
,,Green,,Electrical,walton,Coil,6578,9224.3,5,5,
,,,RG6,Electrical,walton,Coil,,0.0,5,0,
,,RG6,,Electrical,walton,Coil,7801,10939.3,5,,
,,,CAT6,,,,,0.0,5,,
,,CAT6,,Electrical,walton,Coil,6550,9185.1,5,26,
,,,2 PAIR,,,,,0.0,5,,
,,2 PAIR,,Electrical,walton,Coil,3722,5219.4,5,4,
,,Schneider,,,,,,0.0,5,0,
,,"12A - AC3, 3P, Ith 25A - AC1 - Magnetic Contactor (Coil: 220V AC)",LC1D12M7,,,,,0.0,5,12,
,,"18A - AC3, 3P, Ith 32A - AC1 - Magnetic Contactor (Coil: 220V AC)",LC1D18M7,,,,,0.0,5,5,
,,"25A - AC3, 3P, Ith 40A - AC1 - Magnetic Contactor (Coil: 220V AC)",LC1D25M7,,,,,0.0,5,16,
,,"32A - AC3, 3P, Ith 50A - AC1 - Magnetic Contactor (Coil: 220V AC)",LC1D32M7,,,,,0.0,5,37,
,,"40A - AC3, 3P, Ith 60A - AC1 - Magnetic Contactor (Coil: 220V AC)",LC1D40AM7,,,,,0.0,5,0,
,,"50A - AC3, 3P, Ith 80A - AC1 - Magnetic Contactor (Coil: 220V AC)",LC1D50AM7,,,,,0.0,5,0,
,,"65A - AC3, 3P, Ith 80A - AC1 - Magnetic Contactor (Coil: 220V AC)",LC1D65AM7,,,,,0.0,5,0,
,,"1NO+1NC, Auxiliary Contact Block for Magnetic Contactor",LADN11,,,,,0.0,5,0,
,,"0.1 - 30 s On delay timer, Neumatic",LADT2,,,,,0.0,5,0,
,,0.63A - 1A Thermal Overload Relay,LRD05,,,,,0.0,5,12,
,,1A - 1.7A Thermal Overload Relay,LRD06,,,,,0.0,5,12,
,,1.6A - 2.5A Thermal Overload Relay,LRD07,,,,,0.0,5,12,
,,2.5A - 4A Thermal Overload Relay,LRD08,,,,,0.0,5,12,
,,4A - 6A Thermal Overload Relay,LRD10,,,,,0.0,5,12,
,,5.5A - 8A Thermal Overload Relay,LRD12,,,,,0.0,5,12,
,,7A - 10A Thermal Overload Relay,LRD14,,,,,0.0,5,12,
,,9A - 13A Thermal Overload Relay,LRD16,,,,,0.0,5,12,
,,12A - 18A Thermal Overload Relay,LRD21,,,,,0.0,5,12,
,,16A - 24A Thermal Overload Relay,LRD22,,,,,0.0,5,12,
,,23A - 32A Thermal Overload Relay,LRD32,,,,,0.0,5,12,
,,30A - 38A Thermal Overload Relay,LRD35,,,,,0.0,5,12,
,,37A - 50A Thermal Overload Relay,LRD350,,,,,0.0,5,12,
,,48A - 65A Thermal Overload Relay,LRD365,,,,,0.0,5,6,
,,63A - 80A Thermal Overload Relay,LRD3363,,,,,0.0,5,6,
,,"5 KVAR, Standard Duty, 3Ph, 440Vac, 50Hz Power Capacitor",MEHVCSDY050A44PB,,,,,0.0,5,0,
,,"10 KVAR, Standard Duty, 3Ph, 440Vac, 50Hz Power Capacitor",MEHVCSDY100A44,,,,,0.0,5,0,
,,"12.5 KVAR, Standard Duty, 3Ph, 440Vac, 50Hz Power Capacitor",MEHVCSDY125A44,,,,,0.0,5,0,
,,,,,,,,,5,0,
,,"2A, DP, 10kA, MCB (C Curve)",A9N2P02C,,,,,,5,0,
,,"4A, DP, 10kA, MCB (C Curve)",A9N2P04C,,,,,,5,0,
,,"6A, DP, 10kA, MCB (C Curve)",A9N2P06C,,,,,,5,0,
,,"10A, DP, 10kA, MCB (C Curve)",A9N2P10C,,,,,,5,0,
,,"16A, DP, 10kA, MCB (C Curve)",A9N2P16C,,,,,,5,0,
,,"20A, DP, 10kA, MCB (C Curve)",A9N2P20C,,,,,,5,0,
,,"25A, DP, 10kA, MCB (C Curve)",A9N2P25C,,,,,,5,0,
,,"32A, DP, 10kA, MCB (C Curve)",A9N2P32C,,,,,,5,0,
,,"40A, DP, 10kA, MCB (C Curve)",A9N2P40C,,,,,,5,0,
,,"50A, DP, 10kA, MCB (C Curve)",A9N2P50C,,,,,,5,0,
,,"63A, DP, 10kA, MCB (C Curve)",A9N2P63C,,,,,,5,0,
,,,,,,,,,5,0,
,,"2A, SP, 10kA, MCB (C Curve)",A9N1P02C,,,,,,5,0,
,,"4A, SP, 10kA, MCB (C Curve)",A9N1P04C,,,,,,5,0,
,,"6A, SP, 10kA, MCB (C Curve)",A9N1P06C,,,,,,5,0,
,,"10A, SP, 10kA, MCB (C Curve)",A9N1P10C,,,,,,5,0,
,,"16A, SP, 10kA, MCB (C Curve)",A9N1P16C,,,,,,5,0,
,,"20A, SP, 10kA, MCB (C Curve)",A9N1P20C,,,,,,5,0,
,,"25A, SP, 10kA, MCB (C Curve)",A9N1P25C,,,,,,5,0,
,,"32A, SP, 10kA, MCB (C Curve)",A9N1P32C,,,,,,5,0,
,,"40A, SP, 10kA, MCB (C Curve)",A9N1P40C,,,,,,5,0,
,,"50A, SP, 10kA, MCB (C Curve)",A9N1P50C,,,,,,5,0,
,,"63A, SP, 10kA, MCB (C Curve)",A9N1P63C,,,,,,5,0,
,,,,,,,,,5,0,
,,"2A, TP, 10kA, MCB (C Curve)",A9N3P02C,,,,,,5,0,
,,"4A, TP, 10kA, MCB (C Curve)",A9N3P04C,,,,,,5,0,
,,"6A, TP, 10kA, MCB (C Curve)",A9N3P06C,,,,,,5,0,
,,"10A, TP, 10kA, MCB (C Curve)",A9N3P10C,,,,,,5,0,
,,"16A, TP, 10kA, MCB (C Curve)",A9N3P16C,,,,,,5,0,
,,"20A, TP, 10kA, MCB (C Curve)",A9N3P20C,,,,,,5,0,
,,"25A, TP, 10kA, MCB (C Curve)",A9N3P25C,,,,,,5,0,
,,"32A, TP, 10kA, MCB (C Curve)",A9N3P32C,,,,,,5,0,
,,"40A, TP, 10kA, MCB (C Curve)",A9N3P40C,,,,,,5,0,
,,"50A, TP, 10kA, MCB (C Curve)",A9N3P50C,,,,,,5,0,
,,"63A, TP, 10kA, MCB (C Curve)",A9N3P63C,,,,,,5,0,
,,,,,,,,,5,0,
,,,,,,,,,5,0,
,,"2A, 4P, 10kA, MCB (C Curve)",A9N4P02C,,,,,,5,0,
,,"4A, 4P, 10kA, MCB (C Curve)",A9N4P04C,,,,,,5,0,
,,"6A, 4P, 10kA, MCB (C Curve)",A9N4P06C,,,,,,5,0,
,,"10A, 4P, 10kA, MCB (C Curve)",A9N4P10C,,,,,,5,0,
,,"16A, 4P, 10kA, MCB (C Curve)",A9N4P16C,,,,,,5,0,
,,"20A, 4P, 10kA, MCB (C Curve)",A9N4P20C,,,,,,5,0,
,,"25A, 4P, 10kA, MCB (C Curve)",A9N4P25C,,,,,,5,0,
,,"32A, 4P, 10kA, MCB (C Curve)",A9N4P32C,,,,,,5,0,
,,"40A, 4P, 10kA, MCB (C Curve)",A9N4P40C,,,,,,5,0,
,,"50A, 4P, 10kA, MCB (C Curve)",A9N4P50C,,,,,,5,0,
,,"63A, 4P, 10kA, MCB (C Curve)",A9N4P63C,,,,,,5,0,
,,,,,,,,,5,0,
,,"Acti9 xID, 2p, 25A, 30mA/300mA",A9N16201/A9N16202,,,,,,5,0,
,,"Acti9 xID, 2p, 40A, 30mA",A9N16204,,,,,,5,0,
,,"Acti9 xID, 2p, 40A, 300mA",A9N16206,,,,,,5,0,
,,"Acti9 xID, 2p, 40A, 100mA",A9N16205,,,,,,5,0,
,,"Acti9 xID, 2p, 63A, 30mA",A9N16208,,,,,,5,0,
,,"Acti9 xID, 2p, 63A, 100mA",A9N16209,,,,,,5,0,
,,"Acti9 xID, 2p, 63A, 300mA",A9N16210,,,,,,5,0,
,,"Acti9 xID, 2p, 80A, 300mA/300A",A9N16212/A9N16214,,,,,,5,0,
,,,,,,,,,5,0,
,,"Acti9 xID, 4P, 25A, 30mA/300mA",A9N16251/A9N16252,,,,,,5,0,
,,"Acti9 xID, 4P, 40A, 30mA",A9N16254,,,,,,5,0,
,,"Acti9 xID, 4P, 40A, 300mA",A9N16256,,,,,,5,0,
,,"Acti9 xID, 4P, 40A, 100mA",A9N16255,,,,,,5,0,
,,"Acti9 xID, 4P, 63A, 30mA",A9N16258,,,,,,5,0,
,,"Acti9 xID, 4P, 63A, 300mA",A9N16260,,,,,,5,0,
,,"Acti9 xID, 4P, 63A, 100mA",A9N16259,,,,,,5,0,
,,"Acti9 xID, 4P, 80A, 30mA/300mA",A9N16261/A9N16263,,,,,,5,0,
,,,,,,,,,5,0,
,,SPD 40KA 350V 1P+N,A9L40500,,,,,,5,0,
,,SPD 40KA 350V 3P+N With Remote Transfer,A9L40601,,,,,,5,0,
,,SPD 65KA 350V 3P+N With Remote Transfer,A9L65601,,,,,,5,0,
,,,,,,,,,5,0,
,,"15A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3015,,,,,,5,0,
,,"20A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3020,,,,,,5,0,
,,"25A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3025,,,,,,5,0,
,,"30A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3030,,,,,,5,0,
,,"40A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3040,,,,,,5,0,
,,"50A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3050,,,,,,5,0,
,,"60A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3060,,,,,,5,0,
,,"75A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3075,,,,,,5,0,
,,"80A, 3P, 15kA, MCCB (Fixed Type Trip Unit)",EZC100N3080,,,,,,5,8,
