,,Name,SKU,Category,Brand,Unit,Cost Price,Sale Price,Min Stock Level,Current Stock,Description
,,Liquit Box  White,1092 A,Metal,Suzon,pcs,,0.0,5,0,
,,Sink,1093,Metal,Suzon,pcs,,0.0,5,0,
,,Sink,1093 A,Metal,Suzon,pcs,,0.0,5,0,
,,Sink,1093 B,Metal,Suzon,pcs,,0.0,5,0,
,,Sink,1093 C,Metal,Suzon,pcs,,0.0,5,0,
,,Single Line Pillar Cock,1055,Metal,Suzon,pcs,2925,3899.9,5,1,
,,Single Line Pillar Cock,1055 A,Metal,Suzon,pcs,2475,3299.9,5,3,
,,Single Line Pillar Cock,1055 L,Metal,Suzon,pcs,4200,5599.9,5,7,
,,Single Line Pillar Cock 10'',1055C,Metal,Suzon,pcs,4350,5799.9,5,1,
,,Moving Basin Mixar,1002 E,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Basin Mixar,1002 E+,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Basin Mixar,1038 E,Metal,Suzon,pcs,,0.0,5,0,
,,Push Pillar Cock,1029,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Sink Mixar,1004 E,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Sink Mixar,1004 E1,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Sink Mixar,1004 E2,Metal,Suzon,pcs,,0.0,5,0,
,,Lever Sink Mixar,1024,Metal,Suzon,pcs,4650,6199.8,5,8,
,,Lever Basin Mixar,1018 A,Metal,Suzon,pcs,4125.5,5500.5,5,3,
,,Lever Basin Mixar,1018 B,Metal,Suzon,pcs,3375,4499.9,5,6,
,,Lever Basin Mixar,1028 A,Metal,Suzon,pcs,,0.0,5,0,
,,Lever Basin Mixar,1028 B,Metal,Suzon,pcs,,0.0,5,0,
,,Lever Basin Mixar,1018 C,Metal,Suzon,pcs,2887.5,3849.9,5,7,
,,Lever Basin Mixar 10'',1042,Metal,Suzon,pcs,,0.0,5,0,
,,Lever Basin Mixar 12'',1043,Metal,Suzon,pcs,8212.5,10949.7,5,2,
,,Lever Bath Tub Mixar,1019 A,Metal,Suzon,pcs,,0.0,5,0,
,,Lever Bath Tub Mixar,1019 B,Metal,Suzon,pcs,,0.0,5,0,
,,Lever Bath Tub Mixar,1022 A,Metal,Suzon,pcs,,0.0,5,0,
,,Lever Bath Tub Mixar,1022 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 3 Way 3/4'',1060 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 3 Way 3/4'',1061 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1062 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4',1062 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1062 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1063 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1063 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1063 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1064 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1064 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1064 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1065 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1065 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1065 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1066 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1066 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1066 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1067 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1067 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1067 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1068 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1068 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1068 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1069 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1069 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1069 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1/2'',1070 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1070 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1070 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1/2'',1071 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1071 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1071 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1/2'',1072 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1072 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1072 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1073 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1073 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1073 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1/2'',1074 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1074 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1074 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1/2'',1075 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1075 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1075 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1/2'',1076 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1076 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1076 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1/2'',1077 A,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1077 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1077 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1/2'',1078 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1078 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1079 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1079 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1082 B,Metal,Suzon,pcs,4875,6499.8,5,8,
,,Shower Mixer 4 Way1'',1082 C,Metal,Suzon,pcs,5250,6999.8,5,3,
,,Shower Mixer 4 Way 3/4'',1083 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1083 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1084 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1084 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1085 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1085 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1086 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1086 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 3/4'',1087 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 4 Way 1'',1087 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1088 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1088 C,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 3/4'',1089 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Mixer 5 Way 1'',1089 C,Metal,Suzon,pcs,,0.0,5,0,
,,Sensor Tap Single Line,1056 A,Metal,Suzon,pcs,,0.0,5,0,
,,Sensor Tap Single Line,1056 B,Metal,Suzon,pcs,,0.0,5,0,
,,Sensor Tap Single Line,1056 C,Metal,Suzon,pcs,,0.0,5,0,
,,Sensor Tap Single Line,1056 D,Metal,Suzon,pcs,,0.0,5,0,
,,Sensor Mixer Tap,1056 E,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Shower ,1017 A,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Shower ,1017 A+,Metal,Suzon,pcs,1612.5,2149.9,5,38,
,,Moving Shower ,1017 B+,Metal,Suzon,pcs,1537.5,2049.9,5,13,
,,Moving Shower ,1017 C,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Shower ,1017 D,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Shower ,1017 E,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Shower ,1017 F,Metal,Suzon,pcs,1050,1400.0,5,5,
,,Moving Shower ,1017 G,Metal,Suzon,pcs,,0.0,5,0,
,,Rain Shower 8'',1057 R1,Metal,Suzon,pcs,,0.0,5,0,
,,Rain Shower 10'',1057 R2,Metal,Suzon,pcs,,0.0,5,0,
,,Rain Shower 4.5'',1017 H,Metal,Suzon,pcs,,0.0,5,0,
,,Rain Shower 8'',1057 A,Metal,Suzon,pcs,,0.0,5,0,
,,Rain Shower 10'',1057 B,Metal,Suzon,pcs,,0.0,5,0,
,,Shower Arm 22'',1057,Metal,Suzon,pcs,,0.0,5,0,
,,Hand Shower,1058 A,Metal,Suzon,pcs,,0.0,5,0,
,,Hand Shower,1058 B,Metal,Suzon,pcs,,0.0,5,0,
,,Toilet Push Sower,1048 SR1,Metal,Suzon,pcs,,0.0,5,0,
,,Toilet Push Sower,1048 SR2,Metal,Suzon,pcs,,0.0,5,0,
,,Toilet Push Sower,1048 SR3,Metal,Suzon,pcs,,0.0,5,0,
,,Sope Case,1036 A,Metal,Suzon,pcs,675,900.0,5,15,
,,Sope Case,1036 A+,Metal,Suzon,pcs,937.5,1250.0,5,22,
,,Sope Case,1036,Metal,Suzon,pcs,9,12.0,5,0,
,,Sope Case,1036 B,Metal,Suzon,pcs,,0.0,5,0,
,,Tissu Holder,1052,Metal,Suzon,pcs,712.5,950.0,5,4,
,,Tissu Holder,1052 A,Metal,Suzon,pcs,,0.0,5,0,
,,Tissu Holder,1052 B,Metal,Suzon,pcs,600,800.0,5,15,
,,Tissu Holder,1052 C,Metal,Suzon,pcs,,0.0,5,0,
,,Floor Drain,1032,Metal,Suzon,pcs,787.5,1050.0,5,12,
,,Floor Drain,1032 A,Metal,Suzon,pcs,825,1100.0,5,4,
,,Floor Drain,1034,Metal,Suzon,pcs,,0.0,5,0,
,,Floor Drain,1033,Metal,Suzon,pcs,165,220.0,5,21,
,,Floor Drain,1035,Metal,Suzon,pcs,,0.0,5,0,
,,Floor Drain,1035 A,Metal,Suzon,pcs,97.5,130.0,5,9,
,,Floor Drain,1035 B,Metal,Suzon,pcs,75,100.0,5,19,
,,Floor Drain Box,1032 B,Metal,Suzon,pcs,,0.0,5,0,
,,Floor Drain Box,1032 C,Metal,Suzon,pcs,,0.0,5,0,
,,Floor Drain Box,1032 D,Metal,Suzon,pcs,,0.0,5,0,
,,Double Towel Rail,1053 A,Metal,Suzon,pcs,,0.0,5,0,
,,Double Towel Rail,1053 B,Metal,Suzon,pcs,,0.0,5,0,
,,Towel Rail18'',1046 A,Metal,Suzon,pcs,,0.0,5,0,
,, Towel Rail 24'',1044 A,Metal,Suzon,pcs,,0.0,5,0,
,, Towel Rail 18'',1046 B,Metal,Suzon,pcs,,0.0,5,0,
,, Towel Rail 24'',1044 B,Metal,Suzon,pcs,,0.0,5,0,
,, Towel Rail 18'',1046 C,Metal,Suzon,pcs,750,1000.0,5,10,
,, Towel Rail 24'',1044 C,Metal,Suzon,pcs,787.5,1050.0,5,11,
,, Towel Rail 18'',1046 D,Metal,Suzon,pcs,975,1300.0,5,3,
,, Towel Rail 24'',1044 D,Metal,Suzon,pcs,,0.0,5,0,
,,Towel Rail,1081 A,Metal,Suzon,pcs,637.5,850.0,5,8,
,,Towel Rail,1081 B,Metal,Suzon,pcs,637.5,850.0,5,7,
,,Single Corner Shelf,1047 A,Metal,Suzon,pcs,,0.0,5,0,
,,Double Corner Shelf,1047 B,Metal,Suzon,pcs,,0.0,5,0,
,,Single Corner Shelf,1047 C,Metal,Suzon,pcs,,0.0,5,0,
,,Double Corner Shelf,1047 D,Metal,Suzon,pcs,,0.0,5,0,
,,Basin Waste Regular,1030,Metal,Suzon,pcs,517.5,690.0,5,18,
,,Basin Waste Regular,1030 A,Metal,Suzon,pcs,517.5,690.0,5,12,
,,Basin Push Waste ,1031,Metal,Suzon,pcs,937.5,1250.0,5,18,
,,Basin Push Waste ,1045,Metal,Suzon,pcs,1050,1400.0,5,0,
,,Basin Push Waste ,1031 A,Metal,Suzon,pcs,765,1020.0,5,2,
,,Basin Push Waste ,1045 A,Metal,Suzon,pcs,,0.0,5,0,
,,Gkass Shelf 18'',1059 A,Metal,Suzon,pcs,,0.0,5,0,
,,Gkass Shelf 24'',1059 B,Metal,Suzon,pcs,,0.0,5,0,
,,Robe Hooks 2,1049 A,Metal,Suzon,pcs,,0.0,5,0,
,,Robe Hooks 4,1049 B,Metal,Suzon,pcs,,0.0,5,0,
,,Connection Pipe,1051 A,Metal,Suzon,pcs,,0.0,5,0,
,,Connection Pipe,1051 B,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 1/2'',1054 A,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 1/2'',1054 B,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 1/2'',1054 C,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 1/2'',1054 D,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 1/2'',1054 E,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 3/4'',1054 A+,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 3/4'',1054 B+,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 3/4'',1054 C+,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 3/4'',1054 D+,Metal,Suzon,pcs,,0.0,5,0,
,,Spout 3/4'',1054 E+,Metal,Suzon,pcs,,0.0,5,0,
,,Conceal Bib Cock,1005 EL,Metal,Suzon,pcs,,0.0,5,0,
,,Conceal Bib Cock,1007 EL,Metal,Suzon,pcs,,0.0,5,0,
,,Conceal Bib Cock,1066 EL,Metal,Suzon,pcs,,0.0,5,0,
,,Moving Pillar Cock,1090 A,Metal,Suzon,pcs,2437.5,3249.9,5,11,
,,Moving Sink Cock,1090 B,Metal,Suzon,pcs,2437.5,3249.9,5,9,
,,Angle Stop Cock,1090 C,Metal,Suzon,pcs,637.5,850.0,5,15,
,,Lever Spout Bib Cock,1054 F,Metal,Suzon,pcs,1350,1800.0,5,8,
,,Lever Spout Bib Cock,1054 F+,Metal,Suzon,pcs,,0.0,5,0,
,,Mini Angle Stop Cock,1080,Metal,Suzon,pcs,637.5,850.0,5,34,
,,Mini Angle Stop Cock,1080 A,Metal,Suzon,pcs,,0.0,5,0,
,,Conceal Stop Cock 3/4'',1013 U+,Metal,Suzon,pcs,,0.0,5,0,
,,Rosa Metal,,,,,Rosa Metal,,5,0,
,,Products Name,,,,,,0.0,5,0,
Rosa,,Conceal Stop Valve,RSB-1014 3/4,Metal,Rosa,pcs,1340,1786.6,5,20,
,,Conceal Stop Valve,FLR 1014,Metal,Rosa,pcs,1340.45,1787.2,5,14,
,,Bib Tab Lever Handle,RSBLH 1000,Metal,Rosa,pcs,1379.875,1839.8,5,11,
,,Bib Tap Regular,RSB1000,Metal,Rosa,pcs,1340.45,1787.2,5,9,
,,Moving Sink Tap L,RSB10009 L,Metal,Rosa,pcs,2503.4875,3337.9,5,4,
,,Moving Sink Mixer,RSB1010,Metal,Rosa,pcs,5322.375,7096.3,5,1,
,,Moving Besin Mixer,RSB 1011,Metal,Rosa,pcs,4415.6,5887.3,5,1,
,,Moving Sink Mixer,PER 2007,Metal,Rosa,pcs,5282.95,7043.8,5,1,
,,Besin Mixer Short,VEN 2502,Metal,Rosa,pcs,3913.75,5218.2,5,7,
,,Basin Mixer Tall,VEN2504,Metal,Rosa,pcs,7609.025,10145.1,5,1,
,,Bath  Tub Mixer,VEN 2506,Metal,Rosa,pcs,6702.25,8936.1,5,4,
,,Single LevearPillar Tap,LFT 16001,Metal,Rosa,pcs,2523.2,3364.2,5,1,
,,6'' Head Shower,BA001,Metal,Rosa,pcs,1419.3,1892.4,5,1,
,,4'' Floor Drain,BA006,Metal,Rosa,pcs,2128.95,2838.5,5,6,
,,Moving Shower ,BA019,Metal,Rosa,pcs,1931.8,2575.7,5,4,
,,Bath Spout 2 Way,BSP004,Metal,Rosa,pcs,2128.95,2838.5,5,3,
,,Angale Bulv,RSBAV001,Metal,Rosa,pcs,551.95,735.9,5,12,
,,Angale Bulv,RSBAV002,Metal,Rosa,pcs,607.14,809.5,5,4,
,,Angale Bulv,RSBAV003,Metal,Rosa,pcs,709.65,946.2,5,6,
,,24'' Towel Bar,BA033,Metal,Rosa,pcs,1695.27,2260.3,5,6,
,,Shower Mixer,TAN40010  3/4'',Metal,Rosa,pcs,7727.3,10302.8,5,1,
,,Sower Mixer,TAN40011 3/4'',Metal,Rosa,pcs,7254.2,9672.0,5,9,
,,Shower Mixer,TAN 40025 3/4'',Metal,Rosa,pcs,4021.35,5361.7,5,1,
,,Shower Mixer,TAN40026 3/4'',Metal,Rosa,pcs,5046.4,6728.4,5,6,
,,Shower Mixer,TAN40028 3/4'',Metal,Rosa,pcs,4494.45,5992.5,5,2,
,,Push Showe Smart,RPS003,Metal,Rosa,pcs,1163.03,1550.7,5,7,
,,Basin Wast Pop up,BAW022,Metal,Rosa,pcs,1222.17,1629.5,5,2,
,,Basin Weast,BAW016,Metal,Rosa,pcs,689.93,919.9,5,1,
,,Astra Metal,,,,,,0.0,5,0,
,,Products Name,,,,,,0.0,5,0,
,,Conceal Bib Cock Alena,AH2106,Metal,Astra,pcs,1365.5,1820.6,5,7,
,,Shower Mixear 3/4'',LNH 3237,Metal,Astra,pcs,7572.32,10096.2,5,1,
,,Angle Stop Valve,AV7195,Metal,Astra,pcs,644.95,859.9,5,30,
,,Shower Arms 16'',SA 7157,Metal,Astra,pcs,891,1188.0,5,13,
,,Towel Bar 24'' Taitan,TG 5161,Metal,Astra,pcs,2145.68,2860.8,5,2,
,,Bath Towel Bar,BTB7162,Metal,Astra,pcs,1291.29,1721.7,5,2,
,,Bath Towel Bar,BTB 7163,Metal,Astra,pcs,1764.26,2352.3,5,6,
,,,LNH 3237,Metal,Astra,pcs,,0.0,5,1,
,,Shower Head 4'',MS7147,Metal,Astra,pcs,2193.54,2924.6,5,2,
,,Conceal Bib Cock,SH1306,Metal,Astra,pcs,1429.3,1905.7,5,15,
,,Basin Waste Net,BW 7101,Metal,Astra,pcs,577.68,770.2,5,8,
,,Basin Waste Pop Up,BW 7103,Metal,Astra,pcs,737.19,982.9,5,2,
,,Basin Waist,TG 5101,Metal,Astra,pcs,946.62,1262.1,5,4,
,,Angle Valve,AV 7197,Metal,Astra,pcs,746.2,994.9,5,4,
,,Angle Valve,AV7196,Metal,Astra,pcs,644.95,859.9,5,24,
,,Sope Case,SC7290,Metal,Astra,pcs,530.52,707.3,5,11,
,,Floor Strainer 5'' Zali Classic,FS 7131,Metal,Astra,pcs,1668.56,2224.7,5,3,
,,Two In Bob Cock Alena,AH2110,Metal,Astra,pcs,2421.0085,3227.9,5,4,
,,Basin Weast,BW 7104,Metal,Astra,pcs,823.87,1098.5,5,5,
,,Basin Weast,BW 7105,Metal,Astra,pcs,949.4,1265.8,5,11,
,, Greding Box 5'',TG 5151,Metal,Astra,pcs,1807.26,2409.6,5,2,
,,Sope Case,TG 5190,Metal,Astra,pcs,819.71,1092.9,5,1,
,,Moving Pillar Cock,AH 2111,Metal,Astra,pcs,2382.866,3177.1,5,2,
,,Paper Holder SS,TPH 7175,Metal,Astra,pcs,1373.13,1830.8,5,5,
,,Paper Holder Taitan,TG 5175,Metal,Astra,pcs,1970.23,2626.9,5,3,
,,Moving Sink Cock Alena,AH 2117,Metal,Astra,pcs,2344.72,3126.2,5,2,
,,,MB 6175,Metal,Astra,pcs,,0.0,5,1,
,,Moving Shower SS 8'',RS 7153,Metal,Astra,pcs,1007.26,1343.0,5,8,
,,Bath Tub Mixer,TG 5135,Metal,Astra,pcs,6812.944,9083.7,5,2,
,,Rain Shower Taitan 12'',RG 5143,Metal,Astra,pcs,3030.59,4040.7,5,1,
,,Toilet Paper Holder,TPH7176,Metal,Astra,pcs,1300.31,1733.7,5,1,
,,Shower Head 10'' SS,RS7155,Metal,Astra,pcs,2635.3,3513.6,5,1,
,,,VAN 2506,Metal,Astra,pcs,,0.0,5,0,
,,Basin Mixer Taitan,TG 5130,Metal,Astra,pcs,5898.21,7864.1,5,0,
,,Basin Mixer Taitan,,Metal,Astra,pcs,8082.74,10776.7,5,1,
,,Sink Mixer Floor Mounted,TG 5139,Metal,Astra,pcs,5500.14,7333.3,5,0,
,,Taps Paragon,PS7183,Metal,Astra,pcs,930.677,1240.9,5,0,
,,Push Shower Elegant,,Metal,Astra,pcs,,0.0,5,0,
,,,,Metal,Astra,pcs,,,5,0,
,,Marquis Metal,,,,,Marquis Metal,,5,0,
,,Products Name,,,,,,,5,0,
,,,F3002,,,,,,5,0,
,,,F3003,,,,,,5,0,
,,,F3007,,,,,,5,0,
,,Basin Mixer,F30013,,,,4960,,5,1,
,,,F3008,,,,,,5,0,
,,Long Basin Mixer,F30014,,,,8400,,5,1,
,,Basin Mixer Gold,F30019 GA,,,,6800,,5,1,
,,,F30020,,,,,,5,1,
,,Basin Mixer,F30024,,,,6000,,5,1,
,,Long Basin Mixer,F30025,,,,9600,,5,1,
,,Basin Mixer,F30031,,,,6800,,5,1,
,,Long Basin Mixer,F30032,,,,8400,,5,0,
,,Basin Mixer,F30037,,,,3120,,5,0,
,,Long Basin Mixer,F30038,,,,3680,,5,1,
,,Pillar Cock,F30041,,,,2400,,5,2,
,,Long Pillar Cock,F30042,,,,2840,,5,0,
,,Moving Shower 4'',P04007,,,,760,,5,1,
,,Head Shower 8'',P050001,,,,1320,,5,1,
,,Head Shower 10'',P050003,,,,1120,,5,1,
,,Head Shower 8'',P040015,,,,1200,,5,1,
,,Hand Shower Set,S3001S,,,,1280,,5,2,
,,Hand Shower Set,S3002S,,,,1640,,5,1,
,,Hand Shower Set,S30003S,,,,1480,,5,2,
,,Wall Sink Mixer,F30028,,,,5600,,5,1,
,,Wall Sink Mixer,F30039,,,,3000,,5,1,
,,,F30030,,,,,,5,0,
,,Sink Mixer,F30036,,,,3480,,5,2,
,,Wall Sink Cock,F30044,,,,1920,,5,1,
,,Sink Cock,F30043,,,,1800,,5,0,
,,Towel Ring,BA60010,,,,1600,,5,1,
,,Glass Self,BA50031,,,,1440,,5,1,
,,Tissu Holdar,BA6006,,,,1720,,5,1,
,,Tissu Holdar,BA50016,,,,1440,,5,5,
,,Toilet Push Shower,SP110101,,,,2040,,5,1,
,,Toilet Push Shower,SP100101,,,,760,,5,11,
,,Toilet Push Shower,SP060301,,,,960,,5,3,
,,Flor Drain 6'',A18049,,,,1280,,5,1,
,,Liquid Box,BA50012,,,,640,,5,1,
,,Liquid Box,BA50019,,,,1880,,5,0,
,,Flor Drain 5'',A18052,,,,1920,,5,1,
,,,A18051,,,,,,5,0,
,,Angle Valve,A18008,,,,1000,,5,1,
,,High Pillar Cock,FT1007,,,,3600,,5,1,
,,Hand Shower Set,S20001S,,,,1360,,5,1,
,,Towel Bar,BA50017,,,,1840,,5,1,
,,Sink Mixer,F30029,,,,9200,,5,1,
,,Towel Self,BA50021,,,,3840,,5,1,
,,Towel Bar,BA40001,,,,1920,,5,1,
,,Floor Drain 5'',A18043,,,,1880,,5,1,
,,Angle Valve,A18007,,,,720,,5,2,
,,Moving Head Shower,P040006,,,,720,,5,1,
,,Shop Basket,BA50020,,,,1520,,5,1,
,,Shower Mixer Set,M399012,,,,25000,,5,1,
,,Shower Mixer Set,M39901,,,,12400,,5,1,
,,Shop Basket,BA60009,,,,2040,,5,1,
,,Marquis Ceramic,,,,,,,5,0,
,,Products Name,,,,,,,5,0,
,,High Commod,C70060,,,,25600,,5,1,
,,High Commod,C80002 Ivory,,,,19600,,5,1,
,,High Commod,C70061,,,,26240,,5,1,
,,High Commod,C70059,,,,25600,,5,1,
,,P.Basin,C70082,,,,14000,,5,1,
,,Top Basin,C70070,,,,10240,,5,1,
,,Top Basin,C70080,,,,14800,,5,1,
,,Top Basin,C70068,,,,10960,,5,1,
,,Wall Basin,C70081,,,,14000,,5,1,
,,Tow Gass Burner,DFGB2D,,,,13200,,5,1,
,,Tow Gass Burner,DF-GB 2C,,,,11040,,5,1,
,,Sink 18/30'',MSA7004,,,,8400,,5,1,
,,Kitchen Hood,DF KH4A,,,,18240,,5,2,
,,Three Gass Burner,DF GB3D,,,,15600,,5,1,
,,Rosa Ceramic,,,,,,,5,0,
,,Products Name,,,,,,,5,0,
,,High Commod,Volga,,,,18088.19,,5,2,
,,2 Part Commod,Neo,,,,7471.62,,5,1,
,,WB Shell Bowl,DR02,,,,6682.33,,5,1,
,,Linea Decor ,R02,,,,6780.27,,5,1,
,,Bangla Commod,Neo 22'',,,,1152,,5,2,
,,Supar Moon Bowl P.Basin,,,,,6436.56,,5,2,
,,P.Basin Thems Half,,,,,5307.9,,5,1,
,,P.Basin Neo,Neo 45 Cm,,,,2123.94,,5,1,
,,Top Basin Suparmoon Bowl,DR04,,,,6617.59,,5,1,
,,P.Basin,Victoria 55 Cm,,,,6026.28,,5,1,
,,,,,,,,,5,0,
,,Rehome Metal,,,,,,,5,0,
,,Products Name,,,,,,,5,0,
,,Moving Shower,MS 523,,,,990,,5,11,
,,Moving Pillar Cock,RHM-L601,,,,1368,,5,1,
,,Tow in Bib Cock,RHM C-104,,,,1792.8,,5,5,
,,Pillar Cock,T-105,,,,1386,,5,3,
,,Pillar Cock,C-105,,,,1364.4,,5,6,
,,Bib Cock,D-101,,,,1026,,5,7,
,,Bib Cock,C-101,,,,1004.4,,5,30,
,,Bib Cock,TM-102,,,,900,,5,5,
,,Towel Rail,TR-321,,,,810,,5,2,
,,Tissu Holdar,TH-012,,,,576,,5,-3,
,,Sope Case Sigle,SC-010,,,,360,,5,43,
,,Sope Case Double,SC-011,,,,626.4,,5,20,
,,Towel Rail,TR-326,,,,720,,5,8,
,,Towel Rail,TR-322,,,,792,,5,14,
,,Towel Ring,TR-422,,,,496.8,,5,16,
,,Towel Ring,TR-421,,,,496.8,,5,3,
